utente;rating Utente;KERNEL_MODE;lambda;nfeatures;fold;Linear MAE;Gaussian MAE;Polynomial MAE;Linear RMSE;Gaussian RMSE;Polynomial RMSE;Linear Spearman;Gaussian Spearman;Polynomial Spearman
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;0;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-7,9057474307100326E17;-7,9057474307100326E17;-7,9057474307100326E17
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;1;2,1474836441666667E9;2,1474836441666667E9;2,1474836441666667E9;2,1474836441666665E9;2,1474836441666665E9;2,1474836441666665E9;-7,9057474319371661E17;-7,9057474319371661E17;-7,9057474319371661E17
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;2;2,1474836431666667E9;2,1474836431666667E9;2,1474836431666667E9;2,1474836431666665E9;2,1474836431666665E9;2,1474836431666665E9;-7,9057474245743642E17;-7,9057474245743642E17;-7,9057474245743642E17
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;3;2,1474836441666667E9;2,1474836441666667E9;2,1474836441666667E9;2,1474836441666665E9;2,1474836441666665E9;2,1474836441666665E9;-7,9057474319371661E17;-7,9057474319371661E17;-7,9057474319371661E17
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;4;2,1474836434E9;2,1474836434E9;2,1474836434E9;2,1474836433999999E9;2,1474836433999999E9;2,1474836433999999E9;-1,15292149966763456E18;-1,15292149966763456E18;-1,15292149966763456E18
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;5;2,1474836438E9;2,1474836438E9;2,1474836438E9;2,1474836438E9;2,1474836438E9;2,1474836438E9;-1,15292150009713126E18;-1,15292150009713126E18;-1,15292150009713126E18
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;6;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-1,15292150031187968E18;-1,15292150031187968E18;-1,15292150031187968E18
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;7;2,147483645E9;2,147483645E9;2,147483645E9;2,147483645E9;2,147483645E9;2,147483645E9;-1,1529215013856215E18;-1,1529215013856215E18;-1,1529215013856215E18
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;8;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-1,15292150031187968E18;-1,15292150031187968E18;-1,15292150031187968E18
http://soa4all,isoco,net/luf/users/movies363;54;SIMPLE_ONLINE;1,0;-1;9;2,1474836446E9;2,1474836446E9;2,1474836446E9;2,1474836446E9;2,1474836446E9;2,1474836446E9;-1,1529215009561248E18;-1,1529215009561248E18;-1,1529215009561248E18
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;0;2,147483644E9;1,5;2,0;2,147483644E9;1,6832508230603465;2,160246899469287;-7,9057474307100326E17;0,5142857142857142;0,19999999999999996
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;1;2,1474836441666667E9;1,3333333333333333;1,6666666666666667;2,1474836441666665E9;1,632993161855452;2,0;-7,9057474319371661E17;0,5428571428571429;0,3142857142857143
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;2;2,1474836431666667E9;2,1666666666666665;2,8333333333333335;2,1474836431666665E9;2,41522945769824;2,857738033247041;-7,9057474245743642E17;0,0;-0,3999999999999999
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;3;2,1474836441666667E9;1,8333333333333333;2,0;2,1474836441666665E9;2,1984843263788196;2,3804761428476167;-7,9057474319371661E17;0,17142857142857137;0,02857142857142858
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;4;2,1474836434E9;1,0;2,2;2,1474836433999999E9;1,4832396974191326;2,6457513110645907;-1,15292149966763456E18;0,44999999999999996;-0,75
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;5;2,1474836438E9;1,8;2,0;2,1474836438E9;2,1447610589527217;2,6076809620810595;-1,15292150009713126E18;-0,1499999999999999;-0,7
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;6;2,147483644E9;1,6;1,6;2,147483644E9;2,0976176963403033;2,1908902300206643;-1,15292150031187968E18;-0,10000000000000009;-0,19999999999999996
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;7;2,147483645E9;0,4;0,8;2,147483645E9;0,6324555320336759;1,0954451150103321;-1,1529215013856215E18;0,9;0,7
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;8;2,147483644E9;0,6;1,6;2,147483644E9;1,0;2,0976176963403033;-1,15292150031187968E18;0,75;-0,10000000000000009
http://soa4all,isoco,net/luf/users/movies363;54;ONEVSALL_BATCH;1,0;-1;9;2,1474836446E9;2,0;1,4;2,1474836446E9;2,280350850198276;1,7320508075688772;-1,1529215009561248E18;-0,30000000000000004;0,25
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;0;2,147483644E9;2,0;2,147483644E9;2,147483644E9;2,160246899469287;2,147483644E9;-7,9057474307100326E17;0,19999999999999996;-7,9057474307100326E17
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;1;2,1474836441666667E9;1,8333333333333333;1,6666666666666667;2,1474836441666665E9;2,041241452319315;2,0;-7,9057474319371661E17;0,2857142857142857;0,3142857142857143
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;2;2,1474836431666667E9;2,1474836431666667E9;2,8333333333333335;2,1474836431666665E9;2,1474836431666665E9;2,857738033247041;-7,9057474245743642E17;-7,9057474245743642E17;-0,3999999999999999
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;3;2,1474836441666667E9;1,8333333333333333;1,8333333333333333;2,1474836441666665E9;2,345207879911715;2,1213203435596424;-7,9057474319371661E17;0,05714285714285716;0,22857142857142854
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;4;2,1474836434E9;2,6;2,2;2,1474836433999999E9;2,932575659723036;2,6457513110645907;-1,15292149966763456E18;-1,15;-0,75
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;5;2,1474836438E9;2,2;2,1474836438E9;2,1474836438E9;2,8635642126552705;2,1474836438E9;-1,15292150009713126E18;-1,0499999999999998;-1,15292150009713126E18
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;6;2,147483644E9;2,0;1,8;2,147483644E9;2,3664319132398464;2,23606797749979;-1,15292150031187968E18;-0,3999999999999999;-0,25
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;7;2,147483645E9;2,147483645E9;0,8;2,147483645E9;2,147483645E9;1,0954451150103321;-1,1529215013856215E18;-1,1529215013856215E18;0,7
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;8;2,147483644E9;0,4;1,2;2,147483644E9;0,6324555320336759;1,8973665961010275;-1,15292150031187968E18;0,9;0,09999999999999998
http://soa4all,isoco,net/luf/users/movies363;54;SOFTMARGIN_BATCH;1,0;-1;9;2,1474836446E9;1,4;2,1474836446E9;2,1474836446E9;1,7320508075688772;2,1474836446E9;-1,1529215009561248E18;0,25;-1,1529215009561248E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;0;2,1474836435E9;2,1474836435E9;2,1474836435E9;2,1474836435E9;2,1474836435E9;2,1474836435E9;-1,84467439964001408E18;-1,84467439964001408E18;-1,84467439964001408E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;1;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-3,458764500935639E18;-3,458764500935639E18;-3,458764500935639E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;2;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-3,458764500935639E18;-3,458764500935639E18;-3,458764500935639E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;3;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-3,458764500935639E18;-3,458764500935639E18;-3,458764500935639E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;4;2,1474836446666667E9;2,1474836446666667E9;2,1474836446666667E9;2,1474836446666665E9;2,1474836446666665E9;2,1474836446666665E9;-3,4587645030831227E18;-3,4587645030831227E18;-3,4587645030831227E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;5;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;-3,4587644987881554E18;-3,4587644987881554E18;-3,4587644987881554E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;6;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;-3,4587644987881554E18;-3,4587644987881554E18;-3,4587644987881554E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;7;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;2,147483644E9;-3,458764500935639E18;-3,458764500935639E18;-3,458764500935639E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;8;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;-3,4587644987881554E18;-3,4587644987881554E18;-3,4587644987881554E18
http://soa4all,isoco,net/luf/users/movies878;31;SIMPLE_ONLINE;1,0;-1;9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;2,1474836433333333E9;-3,4587644987881554E18;-3,4587644987881554E18;-3,4587644987881554E18
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;0;0,5;1,5;0,5;1,0;1,7320508075688772;1,0;0,6;-0,19999999999999996;0,6
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;1;0,6666666666666666;1,0;0,6666666666666666;1,1547005383792515;1,2909944487358056;1,1547005383792515;0,0;-0,25;0,0
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;2;1,0;0,6666666666666666;1,0;1,2909944487358056;0,816496580927726;1,2909944487358056;-0,25;0,5;-0,25
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;3;2,0;0,0;2,0;2,160246899469287;0,0;2,160246899469287;-2,5;1,0;-2,5
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;4;1,0;1,0;1,0;1,7320508075688772;1,7320508075688772;1,7320508075688772;-1,25;-1,25;-1,25
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;5;1,0;0,6666666666666666;1,0;1,2909944487358056;0,816496580927726;1,2909944487358056;-0,25;0,5;-0,25
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;6;1,6666666666666667;1,0;1,6666666666666667;1,7320508075688772;1,2909944487358056;1,7320508075688772;-1,25;-0,25;-1,25
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;7;1,0;0,3333333333333333;1,0;1,0;0,5773502691896257;1,0;0,25;0,75;0,25
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;8;1,6666666666666667;1,0;1,6666666666666667;2,0816659994661326;1,2909944487358056;2,0816659994661326;-2,25;-0,25;-2,25
http://soa4all,isoco,net/luf/users/movies878;31;ONEVSALL_BATCH;1,0;-1;9;1,6666666666666667;2,0;1,6666666666666667;1,7320508075688772;2,160246899469287;1,7320508075688772;-1,25;-2,5;-1,25
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;0;2,1474836435E9;2,5;0,5;2,1474836435E9;2,6457513110645907;1,0;-1,84467439964001408E18;-1,7999999999999998;0,6
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;1;2,147483644E9;2,0;2,147483644E9;2,147483644E9;2,160246899469287;2,147483644E9;-3,458764500935639E18;-2,5;-3,458764500935639E18
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;2;1,0;2,0;1,6666666666666667;1,2909944487358056;2,449489742783178;1,7320508075688772;-0,25;-3,5;-1,25
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;3;2,147483644E9;2,0;2,147483644E9;2,147483644E9;2,160246899469287;2,147483644E9;-3,458764500935639E18;-2,5;-3,458764500935639E18
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;4;2,1474836446666667E9;1,3333333333333333;1,0;2,1474836446666665E9;1,8257418583505538;1,7320508075688772;-3,4587645030831227E18;-1,5;-1,25
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;5;1,0;2,6666666666666665;1,0;1,2909944487358056;2,70801280154532;1,2909944487358056;-0,25;-4,5;-0,25
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;6;1,6666666666666667;2,6666666666666665;1,6666666666666667;1,7320508075688772;2,70801280154532;1,7320508075688772;-1,25;-4,5;-1,25
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;7;1,0;2,0;1,0;1,0;2,0;1,0;0,25;-2,0;0,25
http://soa4all,isoco,net/luf/users/movies878;31;SOFTMARGIN_BATCH;1,0;-1;8;1,6666666666666667;2,6666666666666665;1,6666666666666667;2,0816659994661326;2,943920288775949;2,0816659994661326;-2,25;-5,5;-2,25
